time,open,high,low,close
2025-12-07T18:42:00-05:00,25991,25997.25,25987.25,25994.75
2025-12-07T18:43:00-05:00,25995.5,25997,25994.5,25996
2025-12-07T18:44:00-05:00,25996.5,25997.25,25994.5,25995.5
2025-12-07T18:45:00-05:00,25993.5,25995,25990,25991.5
2025-12-07T18:46:00-05:00,25992.25,25996.5,25991.25,25995
2025-12-07T18:47:00-05:00,25995.75,25998.75,25995.5,25997
2025-12-07T18:48:00-05:00,25998,25998.25,25996.75,25997.25
2025-12-07T18:49:00-05:00,25998,25998,25996,25996.25
2025-12-07T18:50:00-05:00,25995,25997.75,25994.25,25997.75
2025-12-07T18:51:00-05:00,25996.5,25999.25,25996.5,25998.25
2025-12-07T18:52:00-05:00,25997.75,25997.75,25994.5,25996.25
2025-12-07T18:53:00-05:00,25997.25,25998.75,25996.25,25997.25
2025-12-07T18:54:00-05:00,25997.25,25999.25,25996,25996.75
2025-12-07T18:55:00-05:00,25997,26000.5,25997,25998
2025-12-07T18:56:00-05:00,25998.25,25999.5,25994,25994
2025-12-07T18:57:00-05:00,25993,25994,25990.25,25994
2025-12-07T18:58:00-05:00,25993.5,25994.5,25992.25,25992.25
2025-12-07T18:59:00-05:00,25991.5,25994.25,25990.75,25993.75
2025-12-07T19:00:00-05:00,25993.5,25994.25,25975.5,25977.5
2025-12-07T19:01:00-05:00,25977.75,25977.75,25955.25,25970.25
2025-12-07T19:02:00-05:00,25970.25,25970.5,25962.75,25964
2025-12-07T19:03:00-05:00,25963.5,25964,25956.5,25964
2025-12-07T19:04:00-05:00,25965.75,25970.5,25962.5,25967.5
2025-12-07T19:05:00-05:00,25964.5,25966.5,25959.5,25966.25
2025-12-07T19:06:00-05:00,25964.5,25968,25960.75,25966.25
2025-12-07T19:07:00-05:00,25965,25966.5,25958.5,25961.25
2025-12-07T19:08:00-05:00,25961.25,25963.75,25956.25,25959
2025-12-07T19:09:00-05:00,25961.75,25961.75,25957.75,25959
2025-12-07T19:10:00-05:00,25957.25,25957.25,25949.25,25956
2025-12-07T19:11:00-05:00,25955,25956.25,25947.5,25948.5
2025-12-07T19:12:00-05:00,25950,25956.5,25949,25954.25
2025-12-07T19:13:00-05:00,25954,25959.75,25952.25,25956.5
2025-12-07T19:14:00-05:00,25957,25963,25957,25961.25
2025-12-07T19:15:00-05:00,25960,25967.25,25960,25961
2025-12-07T19:16:00-05:00,25962.75,25963.75,25957.5,25960.5
2025-12-07T19:17:00-05:00,25960.5,25965.75,25959.25,25965.5
2025-12-07T19:18:00-05:00,25964,25969.5,25962.75,25967
2025-12-07T19:19:00-05:00,25966.5,25966.5,25961,25965.75
2025-12-07T19:20:00-05:00,25965.25,25967.5,25963.5,25966.5
2025-12-07T19:21:00-05:00,25966,25967.25,25964.5,25964.5
2025-12-07T19:22:00-05:00,25965.5,25967.25,25964.75,25965.25
2025-12-07T19:23:00-05:00,25966.75,25982.25,25966.25,25981.75
2025-12-07T19:24:00-05:00,25982.25,25982.5,25974.75,25975.25
2025-12-07T19:25:00-05:00,25974.25,25981.5,25973.75,25978.75
2025-12-07T19:26:00-05:00,25977,25978.5,25973,25976
2025-12-07T19:27:00-05:00,25977.75,25979,25975.25,25978.25
2025-12-07T19:28:00-05:00,25977.25,25979.5,25975.5,25975.5
2025-12-07T19:29:00-05:00,25976.25,25979.5,25974.25,25979.5
2025-12-07T19:30:00-05:00,25978.75,25980.25,25973.25,25975.25
2025-12-07T19:31:00-05:00,25974.5,25976.25,25973.25,25973.5
2025-12-07T19:32:00-05:00,25973.25,25977.75,25972.75,25975
2025-12-07T19:33:00-05:00,25975.5,25982.25,25975.5,25982
2025-12-07T19:34:00-05:00,25982.25,25986,25980.25,25980.25
2025-12-07T19:35:00-05:00,25982,25987,25982,25985.75
2025-12-07T19:36:00-05:00,25984.5,25986,25982.25,25984.5
2025-12-07T19:37:00-05:00,25983.75,25984.25,25980.75,25983.5
2025-12-07T19:38:00-05:00,25983.5,25985.25,25982.75,25982.75
2025-12-07T19:39:00-05:00,25982.75,25983.5,25980.75,25982.25
2025-12-07T19:40:00-05:00,25982.5,25984,25980,25983.75
2025-12-07T19:41:00-05:00,25982.5,25984.75,25982.25,25984.75
2025-12-07T19:42:00-05:00,25985,25988,25983.75,25983.75
2025-12-07T19:43:00-05:00,25983,25986.25,25983,25983.75
2025-12-07T19:44:00-05:00,25984,25985.25,25983.25,25984.75
2025-12-07T19:45:00-05:00,25983.5,25984.75,25981,25982
2025-12-07T19:46:00-05:00,25982.25,25989,25980.25,25986.25
2025-12-07T19:47:00-05:00,25986.75,25989.5,25984.75,25985.25
2025-12-07T19:48:00-05:00,25985.75,25990.5,25985.25,25989.5
2025-12-07T19:49:00-05:00,25989.5,25991.75,25988.75,25991
2025-12-07T19:50:00-05:00,25992,25993,25988,25989.75
2025-12-07T19:51:00-05:00,25988.75,25989.75,25985.5,25986
2025-12-07T19:52:00-05:00,25986.75,25991.75,25986.75,25990.25
2025-12-07T19:53:00-05:00,25991.75,25997.25,25991.75,25994.5
2025-12-07T19:54:00-05:00,25994.75,25996.5,25994.5,25995.25
2025-12-07T19:55:00-05:00,25995.25,25997.5,25992,25993.25
2025-12-07T19:56:00-05:00,25992.5,25994,25990,25991.75
2025-12-07T19:57:00-05:00,25994.25,25996.5,25993.75,25994
2025-12-07T19:58:00-05:00,25992.5,25994.25,25991,25993.75
2025-12-07T19:59:00-05:00,25992.75,25994.75,25992.75,25994.5
2025-12-07T20:00:00-05:00,25993.5,25996.5,25990.75,25992.5
2025-12-07T20:01:00-05:00,25992.5,25999.25,25991,25997.75
2025-12-07T20:02:00-05:00,25998.25,25999.75,25994.25,25998.25
2025-12-07T20:03:00-05:00,25998,26003,25998,26001.25
2025-12-07T20:04:00-05:00,26001.75,26005.25,25999.5,26000
2025-12-07T20:05:00-05:00,25999,26006.5,25998.5,26003.25
2025-12-07T20:06:00-05:00,26003.75,26007.5,26003.25,26007.5
2025-12-07T20:07:00-05:00,26007.75,26012.25,26002.25,26003.75
2025-12-07T20:08:00-05:00,26004,26006,26001.25,26002.25
2025-12-07T20:09:00-05:00,26001.5,26005,26001.5,26001.75
2025-12-07T20:10:00-05:00,26001,26004.5,25999.25,26000.75
2025-12-07T20:11:00-05:00,26000.75,26005,26000,26001.75
2025-12-07T20:12:00-05:00,26002.5,26005,26001.25,26001.5
2025-12-07T20:13:00-05:00,26002.75,26004.5,25999.75,26000
2025-12-07T20:14:00-05:00,26000,26000.25,25990.25,25994.75
2025-12-07T20:15:00-05:00,25993.75,25998,25990.25,25998
2025-12-07T20:16:00-05:00,25998.75,26003,25994.5,25995.25
2025-12-07T20:17:00-05:00,25995.25,25996.5,25994.25,25994.25
2025-12-07T20:18:00-05:00,25994.75,25997.25,25992.25,25992.75
2025-12-07T20:19:00-05:00,25994.25,25996.25,25992.25,25995.25
2025-12-07T20:20:00-05:00,25996.25,26000.75,25996.25,25999.75
2025-12-07T20:21:00-05:00,25999.75,26001.75,25997.25,25997.75
2025-12-07T20:22:00-05:00,25999,26000.75,25995,25995.25
2025-12-07T20:23:00-05:00,25995,25998.5,25993.25,25998.5
2025-12-07T20:24:00-05:00,25998.5,25998.75,25997,25997
2025-12-07T20:25:00-05:00,25998,26000.25,25998,25998.5
2025-12-07T20:26:00-05:00,25999.75,26000.5,25997.75,26000.25
2025-12-07T20:27:00-05:00,26000.5,26001,25998.25,25999.5
2025-12-07T20:28:00-05:00,26000,26001.75,25998,25998.5
2025-12-07T20:29:00-05:00,25997.75,25998,25995.75,25996.5
2025-12-07T20:30:00-05:00,25998.75,26001.5,25998,25999.25
2025-12-07T20:31:00-05:00,26000,26004.25,26000,26001.5
2025-12-07T20:32:00-05:00,26002.75,26006,26001,26003
2025-12-07T20:33:00-05:00,26003.5,26005.25,26002.5,26004
2025-12-07T20:34:00-05:00,26004.5,26005,26001.25,26005
2025-12-07T20:35:00-05:00,26005.5,26010.75,26005.5,26010.25
2025-12-07T20:36:00-05:00,26011,26013.75,26009.5,26012
2025-12-07T20:37:00-05:00,26012.25,26012.25,26008,26010.75
2025-12-07T20:38:00-05:00,26012.25,26015,26012.25,26013.5
2025-12-07T20:39:00-05:00,26013.75,26014.5,26009,26009.5
2025-12-07T20:40:00-05:00,26009.75,26016.75,26009.75,26015.5
2025-12-07T20:41:00-05:00,26016.25,26016.25,26011.75,26012.5
2025-12-07T20:42:00-05:00,26012,26013,26010,26010.25
2025-12-07T20:43:00-05:00,26010,26011.75,26008.75,26010.25
2025-12-07T20:44:00-05:00,26009.75,26012.25,26009.25,26010.75
2025-12-07T20:45:00-05:00,26011.25,26015,26009.75,26013.25
2025-12-07T20:46:00-05:00,26014.25,26014.5,26011.25,26012.25
2025-12-07T20:47:00-05:00,26012.5,26012.75,26009.25,26012.75
2025-12-07T20:48:00-05:00,26011.5,26013,26009.75,26012.5
2025-12-07T20:49:00-05:00,26013.75,26016.5,26013.5,26015.25
2025-12-07T20:50:00-05:00,26014.25,26015.5,26012.25,26013.25
2025-12-07T20:51:00-05:00,26013.5,26016.25,26013.5,26016.25
2025-12-07T20:52:00-05:00,26015.75,26017.25,26013.75,26013.75
2025-12-07T20:53:00-05:00,26012.5,26016.5,26011.5,26016.25
2025-12-07T20:54:00-05:00,26016.25,26019.25,26016.25,26017
2025-12-07T20:55:00-05:00,26014.25,26015.25,26014,26014
2025-12-07T20:56:00-05:00,26015,26015.5,26013.5,26014.5
2025-12-07T20:57:00-05:00,26014.25,26014.25,26011.25,26013.5
2025-12-07T20:58:00-05:00,26012.75,26015.75,26012.75,26014.5
2025-12-07T20:59:00-05:00,26014.5,26015.75,26012.25,26015.5
2025-12-07T21:00:00-05:00,26015.25,26017.25,26012,26013.5
2025-12-07T21:01:00-05:00,26014.5,26015.5,26013.5,26013.5
2025-12-07T21:02:00-05:00,26013,26013.5,26009.75,26010.25
2025-12-07T21:03:00-05:00,26010,26014.25,26008.75,26014.25
2025-12-07T21:04:00-05:00,26014.75,26020.75,26014.75,26016.5
2025-12-07T21:05:00-05:00,26016.5,26017.25,26015.25,26015.5
2025-12-07T21:06:00-05:00,26015.75,26017.25,26012.25,26012.75
2025-12-07T21:07:00-05:00,26013,26015.75,26012.75,26012.75
2025-12-07T21:08:00-05:00,26012.5,26014.25,26012.25,26013
2025-12-07T21:09:00-05:00,26014.25,26016.75,26014,26015.75
2025-12-07T21:10:00-05:00,26014.5,26015.75,26013.75,26014.5
2025-12-07T21:11:00-05:00,26015,26016.75,26015,26015.5
2025-12-07T21:12:00-05:00,26015.25,26019.5,26014.25,26018.25
2025-12-07T21:13:00-05:00,26017.25,26018,26016,26017.75
2025-12-07T21:14:00-05:00,26016.5,26017,26014.75,26016.5
2025-12-07T21:15:00-05:00,26017,26019.25,26016.75,26018.5
2025-12-07T21:16:00-05:00,26019,26020.5,26017.75,26020
2025-12-07T21:17:00-05:00,26020.25,26020.75,26018.5,26020.5
2025-12-07T21:18:00-05:00,26020.75,26028.25,26020.75,26026
2025-12-07T21:19:00-05:00,26025,26025.5,26021.5,26022.5
2025-12-07T21:20:00-05:00,26021.5,26024,26020,26022
2025-12-07T21:21:00-05:00,26022.5,26025.25,26022.25,26023.25
2025-12-07T21:22:00-05:00,26023.75,26025,26022.75,26024.5
2025-12-07T21:23:00-05:00,26024.5,26025,26022.5,26024.5
2025-12-07T21:24:00-05:00,26024.5,26026.25,26023.75,26025.25
2025-12-07T21:25:00-05:00,26024.75,26029.5,26024.5,26027.75
2025-12-07T21:26:00-05:00,26028.5,26029,26027,26028.25
2025-12-07T21:27:00-05:00,26028.5,26029,26026,26027.25
2025-12-07T21:28:00-05:00,26026.25,26026.25,26020.5,26022
2025-12-07T21:29:00-05:00,26021.75,26024.25,26021.75,26024.25
2025-12-07T21:30:00-05:00,26024.25,26024.75,26022.25,26023.25
2025-12-07T21:31:00-05:00,26023,26027.5,26022.75,26026
2025-12-07T21:32:00-05:00,26026,26028.25,26025.25,26028.25
2025-12-07T21:33:00-05:00,26027.75,26029.25,26025,26025
2025-12-07T21:34:00-05:00,26024.75,26027.25,26024.5,26025.5
2025-12-07T21:35:00-05:00,26024.75,26026.75,26024.5,26026.5
2025-12-07T21:36:00-05:00,26026.75,26030.5,26026.75,26027.25
2025-12-07T21:37:00-05:00,26028,26030.25,26028,26029.25
2025-12-07T21:38:00-05:00,26029.5,26030,26027.75,26028
2025-12-07T21:39:00-05:00,26026.5,26027.75,26022.75,26023
2025-12-07T21:40:00-05:00,26023.5,26024.5,26021.5,26021.75
2025-12-07T21:41:00-05:00,26022.25,26023,26019.25,26021
2025-12-07T21:42:00-05:00,26021.5,26023,26019.75,26019.75
2025-12-07T21:43:00-05:00,26019.5,26019.75,26016.75,26017.25
2025-12-07T21:44:00-05:00,26018,26023,26018,26022.5
2025-12-07T21:45:00-05:00,26022.75,26023.5,26019.75,26020
2025-12-07T21:46:00-05:00,26020.75,26023.75,26020.5,26021
2025-12-07T21:47:00-05:00,26021.75,26022.25,26019.25,26020.5
2025-12-07T21:48:00-05:00,26020,26020.75,26019,26020.75
2025-12-07T21:49:00-05:00,26021.75,26022.75,26021.75,26022.5
2025-12-07T21:50:00-05:00,26022,26023,26020,26020
2025-12-07T21:51:00-05:00,26020,26021,26018,26018
2025-12-07T21:52:00-05:00,26018.75,26020.5,26018,26019.25
2025-12-07T21:53:00-05:00,26019.5,26021.5,26018.75,26019.25
2025-12-07T21:54:00-05:00,26019.25,26021.5,26019.25,26020
2025-12-07T21:55:00-05:00,26021.25,26023,26019.5,26019.75
2025-12-07T21:56:00-05:00,26020.75,26022.25,26019.75,26022.25
2025-12-07T21:57:00-05:00,26022.75,26026.25,26022.75,26025
2025-12-07T21:58:00-05:00,26025.75,26028,26024.25,26026.25
2025-12-07T21:59:00-05:00,26027,26030,26026.5,26029.75
2025-12-07T22:00:00-05:00,26030.25,26034.25,26030,26032.5
2025-12-07T22:01:00-05:00,26031.5,26032,26029.25,26030.5
2025-12-07T22:02:00-05:00,26030,26031.75,26029.25,26029.5
2025-12-07T22:03:00-05:00,26029.75,26030.25,26026.25,26026.5
2025-12-07T22:04:00-05:00,26026,26028.25,26024.25,26028.25
2025-12-07T22:05:00-05:00,26027.75,26030.5,26027.5,26030
2025-12-07T22:06:00-05:00,26029,26030.75,26028.5,26030.25
2025-12-07T22:07:00-05:00,26028.75,26032.25,26028,26032
2025-12-07T22:08:00-05:00,26031.75,26032,26029.75,26030.25
2025-12-07T22:09:00-05:00,26029.25,26032.5,26029.25,26031
2025-12-07T22:10:00-05:00,26031.5,26034,26030.25,26032.75
2025-12-07T22:11:00-05:00,26033.25,26033.75,26031.25,26031.25
2025-12-07T22:12:00-05:00,26030.75,26032.75,26029.5,26032
2025-12-07T22:13:00-05:00,26031.75,26032.75,26030.75,26032.75
2025-12-07T22:14:00-05:00,26032,26034,26032,26033.75
2025-12-07T22:15:00-05:00,26033,26033.25,26031.5,26032
2025-12-07T22:16:00-05:00,26033.25,26034.25,26031.75,26033.25
2025-12-07T22:17:00-05:00,26033.25,26033.5,26031,26031.25
2025-12-07T22:18:00-05:00,26031,26031.25,26029.75,26030.5
2025-12-07T22:19:00-05:00,26030.5,26032.5,26030.5,26032
2025-12-07T22:20:00-05:00,26031.5,26032.25,26031.25,26032.25
2025-12-07T22:21:00-05:00,26032.25,26036.25,26032.25,26034.5
2025-12-07T22:22:00-05:00,26034.25,26036.25,26034.25,26035.25
2025-12-07T22:23:00-05:00,26034.5,26035,26032.25,26033.5
2025-12-07T22:24:00-05:00,26033.25,26037,26033.25,26035.25
2025-12-07T22:25:00-05:00,26035.25,26036.75,26034.75,26036.5
2025-12-07T22:26:00-05:00,26037,26038.25,26035,26035.75
2025-12-07T22:27:00-05:00,26035.75,26036.25,26034.25,26034.75
2025-12-07T22:28:00-05:00,26034.75,26037,26034.25,26036
2025-12-07T22:29:00-05:00,26035.25,26035.5,26030.5,26031
2025-12-07T22:30:00-05:00,26031,26033.5,26031,26033.25
2025-12-07T22:31:00-05:00,26032.5,26034.75,26031.75,26033
2025-12-07T22:32:00-05:00,26033,26037.5,26032.75,26037.25
2025-12-07T22:33:00-05:00,26035.75,26037,26034.5,26036.75
2025-12-07T22:34:00-05:00,26037,26037,26035,26035
2025-12-07T22:35:00-05:00,26037,26040.25,26037,26039.25
2025-12-07T22:36:00-05:00,26038.75,26041.5,26038.75,26039.75
2025-12-07T22:37:00-05:00,26039.75,26041,26038,26038.25
2025-12-07T22:38:00-05:00,26038.5,26038.5,26034.75,26037.75
2025-12-07T22:39:00-05:00,26037.25,26038,26036.75,26037.5
2025-12-07T22:40:00-05:00,26037.5,26037.5,26034.75,26037.25
2025-12-07T22:41:00-05:00,26038.25,26038.25,26036.25,26036.5
2025-12-07T22:42:00-05:00,26036.25,26036.25,26033.75,26033.75
2025-12-07T22:43:00-05:00,26033.75,26034,26032,26032.25
2025-12-07T22:44:00-05:00,26032,26033,26031,26031.75
2025-12-07T22:45:00-05:00,26032.75,26033.75,26032,26032
2025-12-07T22:46:00-05:00,26031.5,26035.25,26031.5,26034
2025-12-07T22:47:00-05:00,26032.5,26032.5,26031,26031.5
2025-12-07T22:48:00-05:00,26031.5,26031.5,26027.75,26030.5
2025-12-07T22:49:00-05:00,26031.5,26033.5,26031.5,26033
2025-12-07T22:50:00-05:00,26032.25,26034.25,26032.25,26033.5
2025-12-07T22:51:00-05:00,26032.75,26032.75,26030,26031.25
2025-12-07T22:52:00-05:00,26030.5,26033,26029.75,26033
2025-12-07T22:53:00-05:00,26032.25,26033,26031,26031.5
2025-12-07T22:54:00-05:00,26032.25,26035.5,26031.5,26035
2025-12-07T22:55:00-05:00,26034,26036.25,26033.5,26036
2025-12-07T22:56:00-05:00,26035.25,26038.5,26035,26036.5
2025-12-07T22:57:00-05:00,26036.25,26037.75,26034.25,26036.75
2025-12-07T22:58:00-05:00,26036.5,26038,26036.5,26037.75
2025-12-07T22:59:00-05:00,26038.25,26040,26036,26036.75
2025-12-07T23:00:00-05:00,26037,26037.75,26036,26036
2025-12-07T23:01:00-05:00,26037,26039.25,26036.5,26036.75
2025-12-07T23:02:00-05:00,26037.25,26038.75,26036,26038.75
2025-12-07T23:03:00-05:00,26038.25,26040.75,26038,26038.5
2025-12-07T23:04:00-05:00,26038.75,26038.75,26037.25,26038
2025-12-07T23:05:00-05:00,26037.5,26037.75,26037.5,26037.5
2025-12-07T23:06:00-05:00,26037.5,26037.75,26035,26035.75
2025-12-07T23:07:00-05:00,26036,26037.75,26034.25,26035.5
2025-12-07T23:08:00-05:00,26036.25,26038.75,26035.75,26037
2025-12-07T23:09:00-05:00,26037.5,26038.75,26036.5,26038.75
2025-12-07T23:10:00-05:00,26039.75,26039.75,26039,26039.25
2025-12-07T23:11:00-05:00,26038.25,26039.75,26037.75,26039.75
2025-12-07T23:12:00-05:00,26040,26042.25,26039.75,26040.25
2025-12-07T23:13:00-05:00,26040.5,26042.25,26040.25,26042
2025-12-07T23:14:00-05:00,26041.25,26045,26041.25,26044
2025-12-07T23:15:00-05:00,26043.75,26044.25,26040.25,26042.25
2025-12-07T23:16:00-05:00,26042.25,26043.5,26041.25,26043.25
2025-12-07T23:17:00-05:00,26043.75,26046,26043.25,26043.25
2025-12-07T23:18:00-05:00,26043.25,26045,26043.25,26044.75
2025-12-07T23:19:00-05:00,26046,26046,26043.5,26044.25
2025-12-07T23:20:00-05:00,26043.75,26044.25,26042.75,26044
2025-12-07T23:21:00-05:00,26043.25,26044.25,26042.5,26044.25
2025-12-07T23:22:00-05:00,26044.5,26044.75,26043.5,26043.75
2025-12-07T23:23:00-05:00,26043.5,26044,26043.25,26043.5
2025-12-07T23:24:00-05:00,26043.25,26044.25,26043.25,26043.25
2025-12-07T23:25:00-05:00,26044,26045.75,26044,26045.25
2025-12-07T23:26:00-05:00,26045.25,26045.25,26043,26043.75
2025-12-07T23:27:00-05:00,26044,26045.25,26043.75,26044.5
2025-12-07T23:28:00-05:00,26045.25,26046.5,26044,26044
2025-12-07T23:29:00-05:00,26044.5,26044.5,26042.5,26043.25
2025-12-07T23:30:00-05:00,26044,26045.75,26044,26045.5
2025-12-07T23:31:00-05:00,26046.25,26047.5,26044,26046
2025-12-07T23:32:00-05:00,26045.5,26046.5,26045.5,26046.5
2025-12-07T23:33:00-05:00,26046.5,26047.25,26045.75,26047
2025-12-07T23:34:00-05:00,26047.25,26048.25,26045.5,26045.5
2025-12-07T23:35:00-05:00,26045.5,26045.75,26041.75,26041.75
2025-12-07T23:36:00-05:00,26042,26044,26041,26042.25
2025-12-07T23:37:00-05:00,26042.25,26044.75,26042.25,26044.75
2025-12-07T23:38:00-05:00,26044.75,26047.75,26044,26047.25
2025-12-07T23:39:00-05:00,26047.25,26047.25,26045.5,26045.75
2025-12-07T23:40:00-05:00,26045.75,26047.5,26045.75,26047.25
2025-12-07T23:41:00-05:00,26046.75,26047,26045,26045
2025-12-07T23:42:00-05:00,26045.25,26045.25,26043.75,26044.25
2025-12-07T23:43:00-05:00,26046.25,26046.25,26045,26045.5
2025-12-07T23:44:00-05:00,26044.5,26045.5,26044.25,26045.5
2025-12-07T23:45:00-05:00,26045.25,26047.25,26044,26045.25
2025-12-07T23:46:00-05:00,26045,26045,26043.5,26044.5
2025-12-07T23:47:00-05:00,26045,26047.75,26045,26047
2025-12-07T23:48:00-05:00,26047.75,26047.75,26044.75,26044.75
2025-12-07T23:49:00-05:00,26045.75,26046,26045.5,26045.5
2025-12-07T23:50:00-05:00,26045.25,26045.25,26041.75,26043.5
2025-12-07T23:51:00-05:00,26043.5,26044.5,26043,26044.5
2025-12-07T23:52:00-05:00,26044.75,26047.75,26044.75,26047.25
2025-12-07T23:53:00-05:00,26048.25,26049,26046.75,26047.75
2025-12-07T23:54:00-05:00,26047.75,26049.75,26047.75,26049
2025-12-07T23:55:00-05:00,26049,26049.75,26047.5,26048.25
2025-12-07T23:56:00-05:00,26049.75,26050.5,26047.5,26047.5
2025-12-07T23:57:00-05:00,26047.25,26049,26047.25,26049
2025-12-07T23:58:00-05:00,26048.75,26049.5,26047.5,26047.5
2025-12-07T23:59:00-05:00,26047.25,26047.75,26045.75,26045.75
2025-12-08T00:00:00-05:00,26045.5,26046.25,26042.5,26042.75
2025-12-08T00:01:00-05:00,26044,26045.75,26043,26044.5
2025-12-08T00:02:00-05:00,26045,26045,26042.25,26042.25
2025-12-08T00:03:00-05:00,26042.25,26043.5,26042,26042.75
2025-12-08T00:04:00-05:00,26042.75,26043.5,26040.75,26041
2025-12-08T00:05:00-05:00,26042,26043.5,26041.75,26042.75
2025-12-08T00:06:00-05:00,26042.5,26043.5,26041.75,26042.25
2025-12-08T00:07:00-05:00,26042.25,26042.75,26040.5,26042.75
2025-12-08T00:08:00-05:00,26043.75,26044.75,26043.25,26044
2025-12-08T00:09:00-05:00,26043.75,26044,26039.75,26039.75
2025-12-08T00:10:00-05:00,26040,26042.25,26038.25,26040.5
2025-12-08T00:11:00-05:00,26041,26046,26041,26046
2025-12-08T00:12:00-05:00,26044.75,26045.25,26043.75,26043.75
2025-12-08T00:13:00-05:00,26044.5,26045.75,26044.5,26045.5
2025-12-08T00:14:00-05:00,26046,26046.5,26045.25,26045.25
2025-12-08T00:15:00-05:00,26046,26046,26045.5,26046
2025-12-08T00:16:00-05:00,26045.25,26046.25,26044.5,26046.25
2025-12-08T00:17:00-05:00,26045.5,26047.5,26045,26046.75
2025-12-08T00:18:00-05:00,26047,26047.75,26046,26047.25
2025-12-08T00:19:00-05:00,26047,26050,26046.75,26049.25
2025-12-08T00:20:00-05:00,26049,26049.75,26048,26048
2025-12-08T00:21:00-05:00,26048.25,26049,26046.75,26047.75
2025-12-08T00:22:00-05:00,26047,26047,26045.5,26046.75
2025-12-08T00:23:00-05:00,26045.75,26049.75,26045.25,26049.75
2025-12-08T00:24:00-05:00,26050,26050,26048.25,26049.25
2025-12-08T00:25:00-05:00,26049.5,26051.25,26049,26050.75
2025-12-08T00:26:00-05:00,26050.75,26050.75,26049.25,26050
2025-12-08T00:27:00-05:00,26049.5,26050.5,26049.25,26049.75
2025-12-08T00:28:00-05:00,26049.5,26049.75,26048,26049.75
2025-12-08T00:29:00-05:00,26050,26050,26047.75,26048.25
2025-12-08T00:30:00-05:00,26047.75,26050.5,26047.75,26049.5
2025-12-08T00:31:00-05:00,26049.5,26049.75,26048.5,26049
2025-12-08T00:32:00-05:00,26048,26048.5,26046.75,26047.75
2025-12-08T00:33:00-05:00,26048.25,26048.5,26046.75,26048.5
2025-12-08T00:34:00-05:00,26049,26050.75,26049,26050.25
2025-12-08T00:35:00-05:00,26050.75,26051.5,26050,26050.25
2025-12-08T00:36:00-05:00,26049.5,26051,26049,26050.75
2025-12-08T00:37:00-05:00,26050.5,26050.5,26048,26048
